,m_poor_1_33,wi_cat1,wi_cat2,wi_cat3,wi_cat4,wi_cat5,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
1,1,0.691918612,0.215237796,0.060659081,0.024456663,0.00772786,5,National,All,All Households,allindia,99,India,NA,NA,NA,NA,NA,NA
2,1,0.724474013,0.210965931,0.048146553,0.013735114,0.002678392,5,National,urban/rural,All Households,indiasector,0,India,NA,NA,NA,NA,NA,NA
3,1,0.397086918,0.253924996,0.173976377,0.121554315,0.053457398,5,National,urban/rural,All Households,indiasector,1,India,NA,NA,NA,NA,NA,NA
4,1,0.766756833,0.185275003,0.030641278,0.017326862,0,5,State,All,All Households,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
5,1,0.488780558,0.336247802,0.117259786,0.053427055,0.004284789,5,State,All,All Households,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
6,1,0.720253229,0.22426182,0.038878981,0.01395965,0.002646296,5,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
7,1,0.797949016,0.180998608,0.018562358,0.001717741,0.000772272,5,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA
8,1,0.79433161,0.169529036,0.028557533,0.007208113,0.000373734,5,State,All,All Households,state,99,Bihar,NA,NA,NA,NA,NA,NA
9,1,0.154805824,0.31019783,0.068454333,0.284990013,0.181551993,5,State,All,All Households,state,99,Chandigarh,NA,NA,NA,NA,NA,NA
10,1,0.779904962,0.159159005,0.042353742,0.015236889,0.003345396,5,State,All,All Households,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA
11,1,0.520154119,0.327290982,0.10727144,0.038006265,0.007277207,5,State,All,All Households,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
12,1,0.079229325,0.253054887,0.293925673,0.209796101,0.163994029,5,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA
13,1,0.228062287,0.295189857,0.229474947,0.212647989,0.034624912,5,State,All,All Households,state,99,Goa,NA,NA,NA,NA,NA,NA
14,1,0.606217921,0.267899454,0.076523945,0.034751952,0.014606741,5,State,All,All Households,state,99,Gujarat,NA,NA,NA,NA,NA,NA
15,1,0.201184154,0.350577712,0.248244539,0.145345971,0.054647636,5,State,All,All Households,state,99,Haryana,NA,NA,NA,NA,NA,NA
16,1,0.408281624,0.423225939,0.121711947,0.03847808,0.008302402,5,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
17,1,0.600343764,0.293061107,0.068860196,0.036407199,0.001327694,5,State,All,All Households,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
18,1,0.842627347,0.127680019,0.023013921,0.006104333,0.000574377,5,State,All,All Households,state,99,Jharkhand,NA,NA,NA,NA,NA,NA
19,1,0.49378562,0.347367764,0.115953662,0.036375422,0.00651753,5,State,All,All Households,state,99,Karnataka,NA,NA,NA,NA,NA,NA
20,1,0.413581431,0.399050862,0.136673346,0.043396093,0.007298279,5,State,All,All Households,state,99,Kerala,NA,NA,NA,NA,NA,NA
21,1,0.414747775,0.35158515,0.163557902,0.063907601,0.006201585,5,State,All,All Households,state,99,Ladakh,NA,NA,NA,NA,NA,NA
22,1,0,0.263351619,0.430657625,0.305990756,0,5,State,All,All Households,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA
23,1,0.757706285,0.182488516,0.042298108,0.01350108,0.004006022,5,State,All,All Households,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
24,1,0.62208271,0.27590552,0.060883842,0.033278447,0.007849481,5,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
25,1,0.652069628,0.303039432,0.038947269,0.00412195,0.001821735,5,State,All,All Households,state,99,Manipur,NA,NA,NA,NA,NA,NA
26,1,0.728399158,0.247531325,0.021193348,0.001537934,0.001338266,5,State,All,All Households,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
27,1,0.640631735,0.285827398,0.04236253,0.020270275,0.010908083,5,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA
28,1,0.773852885,0.195030436,0.023260972,0.004559699,0.003295992,5,State,All,All Households,state,99,Nagaland,NA,NA,NA,NA,NA,NA
29,1,0.853905499,0.128005683,0.013740791,0.00354393,0.0008041,5,State,All,All Households,state,99,Odisha,NA,NA,NA,NA,NA,NA
30,1,0.652338028,0.207285732,0.014582926,0.106872223,0.018921057,5,State,All,All Households,state,99,Puducherry,NA,NA,NA,NA,NA,NA
31,1,0.202546522,0.306996435,0.230244637,0.167990074,0.092222348,5,State,All,All Households,state,99,Punjab,NA,NA,NA,NA,NA,NA
32,1,0.501664281,0.328789234,0.116522782,0.040616326,0.012407414,5,State,All,All Households,state,99,Rajasthan,NA,NA,NA,NA,NA,NA
33,1,0.349533409,0.523406029,0.10558302,0.021477561,0,5,State,All,All Households,state,99,Sikkim,NA,NA,NA,NA,NA,NA
34,1,0.638828337,0.252143294,0.067511946,0.034668103,0.006848301,5,State,All,All Households,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
35,1,0.511895776,0.293384552,0.146800742,0.038367931,0.009551018,5,State,All,All Households,state,99,Telangana,NA,NA,NA,NA,NA,NA
36,1,0.821395993,0.168009967,0.010594035,0,0,5,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA
37,1,0.619618237,0.237748116,0.08697097,0.039849393,0.015813271,5,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
38,1,0.375136435,0.352470458,0.152326539,0.098151252,0.021915346,5,State,All,All Households,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
39,1,0.822433293,0.147801399,0.025513979,0.00334845,0.000902859,5,State,All,All Households,state,99,West Bengal,NA,NA,NA,NA,NA,NA
40,1,0.798714876,0.183646977,0.017638136,0,0,5,State,urban/rural,All Households,statesector,0,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
41,1,0.498990625,0.198915705,0.139590502,0.162503168,0,5,State,urban/rural,All Households,statesector,1,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
42,1,0.516830087,0.340838701,0.100318372,0.03876802,0.003244817,5,State,urban/rural,All Households,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
43,1,0.235013872,0.294713706,0.270530283,0.186048627,0.013693506,5,State,urban/rural,All Households,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA
44,1,0.73859334,0.214160606,0.033828661,0.011333191,0.002084204,5,State,urban/rural,All Households,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
45,1,0.329595625,0.43942526,0.146454632,0.069905199,0.014619279,5,State,urban/rural,All Households,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
46,1,0.821047723,0.166568458,0.011169072,0.00121475,0,5,State,urban/rural,All Households,statesector,0,Assam,NA,NA,NA,NA,NA,NA
47,1,0.448111355,0.399548143,0.130536199,0.009335725,0.012468601,5,State,urban/rural,All Households,statesector,1,Assam,NA,NA,NA,NA,NA,NA
48,1,0.811626792,0.163672566,0.021206494,0.003137441,0.000356715,5,State,urban/rural,All Households,statesector,0,Bihar,NA,NA,NA,NA,NA,NA
49,1,0.556925535,0.249919057,0.129463017,0.063085005,0.000607348,5,State,urban/rural,All Households,statesector,1,Bihar,NA,NA,NA,NA,NA,NA
50,1,0,0,1,0,0,5,State,urban/rural,All Households,statesector,0,Chandigarh,NA,NA,NA,NA,NA,NA
51,1,0.157412469,0.315420985,0.052768849,0.289788723,0.184608981,5,State,urban/rural,All Households,statesector,1,Chandigarh,NA,NA,NA,NA,NA,NA
52,1,0.79675144,0.158548653,0.034976002,0.008554918,0.001168978,5,State,urban/rural,All Households,statesector,0,Chhattisgarh,NA,NA,NA,NA,NA,NA
53,1,0.547072113,0.167594507,0.144320473,0.107587524,0.033425376,5,State,urban/rural,All Households,statesector,1,Chhattisgarh,NA,NA,NA,NA,NA,NA
54,1,0.627169132,0.29973498,0.061817847,0.004616248,0.00666177,5,State,urban/rural,All Households,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
55,1,0.088749379,0.438376129,0.290506393,0.172609895,0.00975819,5,State,urban/rural,All Households,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
56,1,0.129471928,0.209373802,0.623033345,0,0.03812094,5,State,urban/rural,All Households,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
57,1,0.078277484,0.253882408,0.287690759,0.213770658,0.166378677,5,State,urban/rural,All Households,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
58,1,0.235786185,0.290757954,0.204888433,0.225750044,0.042817377,5,State,urban/rural,All Households,statesector,0,Goa,NA,NA,NA,NA,NA,NA
59,1,0.195417717,0.313921005,0.333388209,0.157273084,0,5,State,urban/rural,All Households,statesector,1,Goa,NA,NA,NA,NA,NA,NA
60,1,0.649068475,0.274587274,0.059446745,0.016197242,0.000700271,5,State,urban/rural,All Households,statesector,0,Gujarat,NA,NA,NA,NA,NA,NA
61,1,0.270493537,0.21550186,0.210319936,0.180123881,0.123560779,5,State,urban/rural,All Households,statesector,1,Gujarat,NA,NA,NA,NA,NA,NA
62,1,0.215010047,0.370449752,0.240899399,0.139216304,0.03442451,5,State,urban/rural,All Households,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
63,1,0.141595349,0.264930367,0.279901654,0.171764493,0.141808122,5,State,urban/rural,All Households,statesector,1,Haryana,NA,NA,NA,NA,NA,NA
64,1,0.402466387,0.426705331,0.127294615,0.03739965,0.006134001,5,State,urban/rural,All Households,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
65,1,0.505311966,0.36517027,0.028562097,0.056472328,0.044483364,5,State,urban/rural,All Households,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA
66,1,0.61631602,0.302111477,0.06268739,0.017457517,0.001427593,5,State,urban/rural,All Households,statesector,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
67,1,0.388065845,0.17277804,0.150899485,0.288256615,0,5,State,urban/rural,All Households,statesector,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
68,1,0.862549603,0.118453026,0.016774131,0.002223265,0,5,State,urban/rural,All Households,statesector,0,Jharkhand,NA,NA,NA,NA,NA,NA
69,1,0.555866778,0.260493428,0.112829439,0.061968409,0.00884195,5,State,urban/rural,All Households,statesector,1,Jharkhand,NA,NA,NA,NA,NA,NA
70,1,0.507949293,0.362479478,0.10498251,0.021994725,0.002593987,5,State,urban/rural,All Households,statesector,0,Karnataka,NA,NA,NA,NA,NA,NA
71,1,0.412788212,0.260949105,0.178693965,0.11861378,0.028954947,5,State,urban/rural,All Households,statesector,1,Karnataka,NA,NA,NA,NA,NA,NA
72,1,0.441010088,0.430111259,0.091264829,0.027992509,0.009621306,5,State,urban/rural,All Households,statesector,0,Kerala,NA,NA,NA,NA,NA,NA
73,1,0.327408612,0.301468015,0.279333711,0.09178967,0,5,State,urban/rural,All Households,statesector,1,Kerala,NA,NA,NA,NA,NA,NA
74,1,0.426713705,0.355305225,0.157871559,0.060109515,0,5,State,urban/rural,All Households,statesector,0,Ladakh,NA,NA,NA,NA,NA,NA
75,1,0.176307231,0.277456433,0.276867539,0.139590636,0.129778177,5,State,urban/rural,All Households,statesector,1,Ladakh,NA,NA,NA,NA,NA,NA
76,1,0,0.26699096,0.73300904,0,0,5,State,urban/rural,All Households,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,NA
77,1,0,0.26105848,0.240145162,0.498796374,0,5,State,urban/rural,All Households,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,NA
78,1,0.778702736,0.176064238,0.035013173,0.008773277,0.001446561,5,State,urban/rural,All Households,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
