,m_poor_1_33,m_poor_1_50,round,level,area,dem,SourceSheet,sector,StateName,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
1,0.161018878,0.035527941,5,National,All,All Households,allindia,99,India,NA,NA,NA,NA,NA,NA
2,0.214074761,0.048405088,5,National,urban/rural,All Households,indiasector,0,India,NA,NA,NA,NA,NA,NA
3,0.049620278,0.008490486,5,National,urban/rural,All Households,indiasector,1,India,NA,NA,NA,NA,NA,NA
4,0.041076571,0.004666021,5,State,All,All Households,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
5,0.080530964,0.008518416,5,State,All,All Households,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
6,0.141330704,0.022737568,5,State,All,All Households,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
7,0.21234639,0.049218521,5,State,All,All Households,state,99,Assam,NA,NA,NA,NA,NA,NA
8,0.349383712,0.118618809,5,State,All,All Households,state,99,Bihar,NA,NA,NA,NA,NA,NA
9,0.034547728,0.007141045,5,State,All,All Households,state,99,Chandigarh,NA,NA,NA,NA,NA,NA
10,0.200738326,0.035201266,5,State,All,All Households,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA
11,0.119887948,0.018743934,5,State,All,All Households,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
12,0.029637177,0.004044925,5,State,All,All Households,state,99,Delhi,NA,NA,NA,NA,NA,NA
13,0.015506836,0.000750042,5,State,All,All Households,state,99,Goa,NA,NA,NA,NA,NA,NA
14,0.137550399,0.02477378,5,State,All,All Households,state,99,Gujarat,NA,NA,NA,NA,NA,NA
15,0.069026016,0.013832758,5,State,All,All Households,state,99,Haryana,NA,NA,NA,NA,NA,NA
16,0.053769965,0.0051575,5,State,All,All Households,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
17,0.060706899,0.009221769,5,State,All,All Households,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
18,0.304242164,0.083474107,5,State,All,All Households,state,99,Jharkhand,NA,NA,NA,NA,NA,NA
19,0.083804026,0.010540131,5,State,All,All Households,state,99,Karnataka,NA,NA,NA,NA,NA,NA
20,0.011185979,0.000397186,5,State,All,All Households,state,99,Kerala,NA,NA,NA,NA,NA,NA
21,0.065926485,0.00758086,5,State,All,All Households,state,99,Ladakh,NA,NA,NA,NA,NA,NA
22,0.006942678,0,5,State,All,All Households,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA
23,0.252228141,0.048074726,5,State,All,All Households,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
24,0.09519092,0.012465035,5,State,All,All Households,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
25,0.104227789,0.012774332,5,State,All,All Households,state,99,Manipur,NA,NA,NA,NA,NA,NA
26,0.248457044,0.085900024,5,State,All,All Households,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
27,0.057335176,0.014403096,5,State,All,All Households,state,99,Mizoram,NA,NA,NA,NA,NA,NA
28,0.174314767,0.020542387,5,State,All,All Households,state,99,Nagaland,NA,NA,NA,NA,NA,NA
29,0.221950591,0.046600569,5,State,All,All Households,state,99,Odisha,NA,NA,NA,NA,NA,NA
30,0.020380244,0.001186114,5,State,All,All Households,state,99,Puducherry,NA,NA,NA,NA,NA,NA
31,0.046183612,0.005953775,5,State,All,All Households,state,99,Punjab,NA,NA,NA,NA,NA,NA
32,0.166851953,0.033161767,5,State,All,All Households,state,99,Rajasthan,NA,NA,NA,NA,NA,NA
33,0.035730913,0.004039458,5,State,All,All Households,state,99,Sikkim,NA,NA,NA,NA,NA,NA
34,0.054414384,0.00218693,5,State,All,All Households,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
35,0.078822941,0.007380461,5,State,All,All Households,state,99,Telangana,NA,NA,NA,NA,NA,NA
36,0.169581398,0.02544331,5,State,All,All Households,state,99,Tripura,NA,NA,NA,NA,NA,NA
37,0.228900358,0.05923713,5,State,All,All Households,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
38,0.099705361,0.012836822,5,State,All,All Households,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
39,0.16293864,0.02627705,5,State,All,All Households,state,99,West Bengal,NA,NA,NA,NA,NA,NA
40,0.056738298,0.007214311,5,State,urban/rural,All Households,statesector,0,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
41,0.01239933,0,5,State,urban/rural,All Households,statesector,1,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
42,0.103745535,0.011599766,5,State,urban/rural,All Households,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
43,0.026626932,0.001363549,5,State,urban/rural,All Households,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA
44,0.160085946,0.025560917,5,State,urban/rural,All Households,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
45,0.040398043,0.007543514,5,State,urban/rural,All Households,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
46,0.237443075,0.056774326,5,State,urban/rural,All Households,statesector,0,Assam,NA,NA,NA,NA,NA,NA
47,0.081646688,0.009869049,5,State,urban/rural,All Households,statesector,1,Assam,NA,NA,NA,NA,NA,NA
48,0.385577559,0.132335022,5,State,urban/rural,All Households,statesector,0,Bihar,NA,NA,NA,NA,NA,NA
49,0.152597472,0.044043645,5,State,urban/rural,All Households,statesector,1,Bihar,NA,NA,NA,NA,NA,NA
50,0.047619049,0,5,State,urban/rural,All Households,statesector,0,Chandigarh,NA,NA,NA,NA,NA,NA
51,0.034388781,0.007227879,5,State,urban/rural,All Households,statesector,1,Chandigarh,NA,NA,NA,NA,NA,NA
52,0.241370857,0.043401323,5,State,urban/rural,All Households,statesector,0,Chhattisgarh,NA,NA,NA,NA,NA,NA
53,0.060302652,0.006859932,5,State,urban/rural,All Households,statesector,1,Chhattisgarh,NA,NA,NA,NA,NA,NA
54,0.203614026,0.029097235,5,State,urban/rural,All Households,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
55,0.045110486,0.009497191,5,State,urban/rural,All Households,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
56,0.025878564,0.008768841,5,State,urban/rural,All Households,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
57,0.02971895,0.00394215,5,State,urban/rural,All Households,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
58,0.030935356,0.001850329,5,State,urban/rural,All Households,statesector,0,Goa,NA,NA,NA,NA,NA,NA
59,0.004989543,0,5,State,urban/rural,All Households,statesector,1,Goa,NA,NA,NA,NA,NA,NA
60,0.213141009,0.039224662,5,State,urban/rural,All Households,statesector,0,Gujarat,NA,NA,NA,NA,NA,NA
61,0.036386445,0.005433958,5,State,urban/rural,All Households,statesector,1,Gujarat,NA,NA,NA,NA,NA,NA
62,0.086013123,0.017326463,5,State,urban/rural,All Households,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
63,0.037256561,0.0072988,5,State,urban/rural,All Households,statesector,1,Haryana,NA,NA,NA,NA,NA,NA
64,0.059341121,0.004587954,5,State,urban/rural,All Households,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
65,0.020932553,0.008514505,5,State,urban/rural,All Households,statesector,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA
66,0.078314826,0.012304644,5,State,urban/rural,All Households,statesector,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
67,0.015221794,0.001258035,5,State,urban/rural,All Households,statesector,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
68,0.37466985,0.104728892,5,State,urban/rural,All Households,statesector,0,Jharkhand,NA,NA,NA,NA,NA,NA
69,0.082088575,0.016429033,5,State,urban/rural,All Households,statesector,1,Jharkhand,NA,NA,NA,NA,NA,NA
70,0.119979084,0.015174484,5,State,urban/rural,All Households,statesector,0,Karnataka,NA,NA,NA,NA,NA,NA
71,0.030782145,0.003747547,5,State,urban/rural,All Households,statesector,1,Karnataka,NA,NA,NA,NA,NA,NA
72,0.015999969,0.00074895,5,State,urban/rural,All Households,statesector,0,Kerala,NA,NA,NA,NA,NA,NA
73,0.005750373,0,5,State,urban/rural,All Households,statesector,1,Kerala,NA,NA,NA,NA,NA,NA
74,0.077695742,0.008695119,5,State,urban/rural,All Households,statesector,0,Ladakh,NA,NA,NA,NA,NA,NA
75,0.016405907,0.00289248,5,State,urban/rural,All Households,statesector,1,Ladakh,NA,NA,NA,NA,NA,NA
76,0.01314604,0,5,State,urban/rural,All Households,statesector,0,Lakshadweep,NA,NA,NA,NA,NA,NA
77,0.005351499,0,5,State,urban/rural,All Households,statesector,1,Lakshadweep,NA,NA,NA,NA,NA,NA
78,0.315353036,0.060822763,5,State,urban/rural,All Households,statesector,0,Madhya Pradesh,NA,NA,NA,NA,NA,NA
79,0.074089758,0.012099775,5,State,urban/rural,All Households,statesector,1,Madhya Pradesh,NA,NA,NA,NA,NA,NA
80,0.147735015,0.020628599,5,State,urban/rural,All Households,statesector,0,Maharashtra,NA,NA,NA,NA,NA,NA
81,0.030797629,0.00246051,5,State,urban/rural,All Households,statesector,1,Maharashtra,NA,NA,NA,NA,NA,NA
82,0.139025435,0.017940827,5,State,urban/rural,All Households,statesector,0,Manipur,NA,NA,NA,NA,NA,NA
83,0.047084779,0.004290168,5,State,urban/rural,All Households,statesector,1,Manipur,NA,NA,NA,NA,NA,NA
84,0.295920402,0.103422806,5,State,urban/rural,All Households,statesector,0,Meghalaya,NA,NA,NA,NA,NA,NA
85,0.067287058,0.019014718,5,State,urban/rural,All Households,statesector,1,Meghalaya,NA,NA,NA,NA,NA,NA
86,0.114434578,0.030440645,5,State,urban/rural,All Households,statesector,0,Mizoram,NA,NA,NA,NA,NA,NA
87,0.007895338,0.000516895,5,State,urban/rural,All Households,statesector,1,Mizoram,NA,NA,NA,NA,NA,NA
88,0.227373242,0.027435275,5,State,urban/rural,All Households,statesector,0,Nagaland,NA,NA,NA,NA,NA,NA
89,0.063163906,0.006102647,5,State,urban/rural,All Households,statesector,1,Nagaland,NA,NA,NA,NA,NA,NA
90,0.250093818,0.052673057,5,State,urban/rural,All Households,statesector,0,Odisha,NA,NA,NA,NA,NA,NA
91,0.078278199,0.015600242,5,State,urban/rural,All Households,statesector,1,Odisha,NA,NA,NA,NA,NA,NA
92,0.032342445,0.003674048,5,State,urban/rural,All Households,statesector,0,Puducherry,NA,NA,NA,NA,NA,NA
93,0.015011954,6.96E-05,5,State,urban/rural,All Households,statesector,1,Puducherry,NA,NA,NA,NA,NA,NA
94,0.051340535,0.006401357,5,State,urban/rural,All Households,statesector,0,Punjab,NA,NA,NA,NA,NA,NA
95,0.037726983,0.005219803,5,State,urban/rural,All Households,statesector,1,Punjab,NA,NA,NA,NA,NA,NA
96,0.208364904,0.041756853,5,State,urban/rural,All Households,statesector,0,Rajasthan,NA,NA,NA,NA,NA,NA
97,0.038665302,0.006621253,5,State,urban/rural,All Households,statesector,1,Rajasthan,NA,NA,NA,NA,NA,NA
98,0.056748472,0.00658077,5,State,urban/rural,All Households,statesector,0,Sikkim,NA,NA,NA,NA,NA,NA
99,0.003713472,0.000168107,5,State,urban/rural,All Households,statesector,1,Sikkim,NA,NA,NA,NA,NA,NA
100,0.079562753,0.00337739,5,State,urban/rural,All Households,statesector,0,Tamil Nadu,NA,NA,NA,NA,NA,NA
101,0.025916072,0.000837892,5,State,urban/rural,All Households,statesector,1,Tamil Nadu,NA,NA,NA,NA,NA,NA
102,0.102559231,0.00960083,5,State,urban/rural,All Households,statesector,0,Telangana,NA,NA,NA,NA,NA,NA
103,0.02966211,0.002781799,5,State,urban/rural,All Households,statesector,1,Telangana,NA,NA,NA,NA,NA,NA
104,0.216042355,0.03351118,5,State,urban/rural,All Households,statesector,0,Tripura,NA,NA,NA,NA,NA,NA
105,0.060688131,0.006534171,5,State,urban/rural,All Households,statesector,1,Tripura,NA,NA,NA,NA,NA,NA
106,0.26879099,0.070541292,5,State,urban/rural,All Households,statesector,0,Uttar Pradesh,NA,NA,NA,NA,NA,NA
107,0.103697844,0.023757368,5,State,urban/rural,All Households,statesector,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA
108,0.118761688,0.013903954,5,State,urban/rural,All Households,statesector,0,Uttarakhand,NA,NA,NA,NA,NA,NA
109,0.057086814,0.010450234,5,State,urban/rural,All Households,statesector,1,Uttarakhand,NA,NA,NA,NA,NA,NA
110,0.215689033,0.034761038,5,State,urban/rural,All Households,statesector,0,West Bengal,NA,NA,NA,NA,NA,NA
111,0.05575851,0.009038983,5,State,urban/rural,All Households,statesector,1,West Bengal,NA,NA,NA,NA,NA,NA
112,0.308006734,0.098713636,5,National,All,Age,allindia,99,India,15-29,NA,NA,NA,NA,NA
113,0.170223877,0.050310019,5,National,All,Age,allindia,99,India,30 to 45,NA,NA,NA,NA,NA
114,0.127973348,0.020528581,5,National,All,Age,allindia,99,India,46 to 64,NA,NA,NA,NA,NA
115,0.16337955,0.016354745,5,National,All,Age,allindia,99,India,65+,NA,NA,NA,NA,NA
116,0.177806377,0.049183954,5,National,All,Age,allindia,99,India,NA,NA,NA,NA,NA,NA
117,0.377774149,0.124067836,5,National,urban/rural,Age,indiasector,0,India,15-29,NA,NA,NA,NA,NA
118,0.220561326,0.067519352,5,National,urban/rural,Age,indiasector,0,India,30 to 45,NA,NA,NA,NA,NA
119,0.175173104,0.028641509,5,National,urban/rural,Age,indiasector,0,India,46 to 64,NA,NA,NA,NA,NA
120,0.221453503,0.022609821,5,National,urban/rural,Age,indiasector,0,India,65+,NA,NA,NA,NA,NA
121,0.2312904,0.06477344,5,National,urban/rural,Age,indiasector,0,India,NA,NA,NA,NA,NA,NA
122,0.110349387,0.02688292,5,National,urban/rural,Age,indiasector,1,India,15-29,NA,NA,NA,NA,NA
123,0.061141443,0.013016987,5,National,urban/rural,Age,indiasector,1,India,30 to 45,NA,NA,NA,NA,NA
124,0.035160176,0.0045754,5,National,urban/rural,Age,indiasector,1,India,46 to 64,NA,NA,NA,NA,NA
125,0.04352266,0.003445104,5,National,urban/rural,Age,indiasector,1,India,65+,NA,NA,NA,NA,NA
126,0.038971361,0.008716412,5,National,urban/rural,Age,indiasector,1,India,NA,NA,NA,NA,NA,NA
127,0.073883973,0,5,State,All,Age,state,99,Andaman & Nicobar Islands,15-29,NA,NA,NA,NA,NA
128,0.027072068,0.002320534,5,State,All,Age,state,99,Andaman & Nicobar Islands,30 to 45,NA,NA,NA,NA,NA
129,0.042418018,0.006520871,5,State,All,Age,state,99,Andaman & Nicobar Islands,46 to 64,NA,NA,NA,NA,NA
130,0.05824066,0.006308278,5,State,All,Age,state,99,Andaman & Nicobar Islands,65+,NA,NA,NA,NA,NA
131,0,0,5,State,All,Age,state,99,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
132,0.123652697,0.014024526,5,State,All,Age,state,99,Andhra Pradesh,15-29,NA,NA,NA,NA,NA
133,0.068301611,0.010852914,5,State,All,Age,state,99,Andhra Pradesh,30 to 45,NA,NA,NA,NA,NA
134,0.073770657,0.007356206,5,State,All,Age,state,99,Andhra Pradesh,46 to 64,NA,NA,NA,NA,NA
135,0.111584187,0.004050898,5,State,All,Age,state,99,Andhra Pradesh,65+,NA,NA,NA,NA,NA
136,0,0,5,State,All,Age,state,99,Andhra Pradesh,NA,NA,NA,NA,NA,NA
137,0.132380262,0.035114042,5,State,All,Age,state,99,Arunachal Pradesh,15-29,NA,NA,NA,NA,NA
138,0.119170055,0.028537642,5,State,All,Age,state,99,Arunachal Pradesh,30 to 45,NA,NA,NA,NA,NA
139,0.141412809,0.014035513,5,State,All,Age,state,99,Arunachal Pradesh,46 to 64,NA,NA,NA,NA,NA
140,0.246802688,0.021553501,5,State,All,Age,state,99,Arunachal Pradesh,65+,NA,NA,NA,NA,NA
141,0.236769453,0,5,State,All,Age,state,99,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
142,0.347850114,0.095490739,5,State,All,Age,state,99,Assam,15-29,NA,NA,NA,NA,NA
143,0.238087326,0.066308588,5,State,All,Age,state,99,Assam,30 to 45,NA,NA,NA,NA,NA
144,0.170607835,0.031810299,5,State,All,Age,state,99,Assam,46 to 64,NA,NA,NA,NA,NA
145,0.179778486,0.023358721,5,State,All,Age,state,99,Assam,65+,NA,NA,NA,NA,NA
146,0,0,5,State,All,Age,state,99,Assam,NA,NA,NA,NA,NA,NA
147,0.552253842,0.249908134,5,State,All,Age,state,99,Bihar,15-29,NA,NA,NA,NA,NA
148,0.358061969,0.150443137,5,State,All,Age,state,99,Bihar,30 to 45,NA,NA,NA,NA,NA
149,0.281599402,0.071034297,5,State,All,Age,state,99,Bihar,46 to 64,NA,NA,NA,NA,NA
150,0.332233429,0.055873435,5,State,All,Age,state,99,Bihar,65+,NA,NA,NA,NA,NA
151,0.44837445,0.158079118,5,State,All,Age,state,99,Bihar,NA,NA,NA,NA,NA,NA
152,0.200026378,0.038808286,5,State,All,Age,state,99,Chandigarh,15-29,NA,NA,NA,NA,NA
153,0.048009183,0.004575294,5,State,All,Age,state,99,Chandigarh,30 to 45,NA,NA,NA,NA,NA
154,0.017454755,0.009381265,5,State,All,Age,state,99,Chandigarh,46 to 64,NA,NA,NA,NA,NA
155,0,0,5,State,All,Age,state,99,Chandigarh,65+,NA,NA,NA,NA,NA
156,0.29232049,0.076517157,5,State,All,Age,state,99,Chhattisgarh,15-29,NA,NA,NA,NA,NA
157,0.183344737,0.048732813,5,State,All,Age,state,99,Chhattisgarh,30 to 45,NA,NA,NA,NA,NA
158,0.178501427,0.022343926,5,State,All,Age,state,99,Chhattisgarh,46 to 64,NA,NA,NA,NA,NA
159,0.257547736,0.018438047,5,State,All,Age,state,99,Chhattisgarh,65+,NA,NA,NA,NA,NA
160,0.206452787,0,5,State,All,Age,state,99,Chhattisgarh,NA,NA,NA,NA,NA,NA
161,0.077083223,0.011984208,5,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,15-29,NA,NA,NA,NA,NA
162,0.10763257,0.023599319,5,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,30 to 45,NA,NA,NA,NA,NA
163,0.128562063,0.018785188,5,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,46 to 64,NA,NA,NA,NA,NA
164,0.250995457,0.009424433,5,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,65+,NA,NA,NA,NA,NA
165,0,0,5,State,All,Age,state,99,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
166,0.064632013,0.004116469,5,State,All,Age,state,99,Delhi,15-29,NA,NA,NA,NA,NA
167,0.043621387,0.007616525,5,State,All,Age,state,99,Delhi,30 to 45,NA,NA,NA,NA,NA
168,0.016198283,0.001936363,5,State,All,Age,state,99,Delhi,46 to 64,NA,NA,NA,NA,NA
169,0.00984593,0,5,State,All,Age,state,99,Delhi,65+,NA,NA,NA,NA,NA
170,0,0,5,State,All,Age,state,99,Delhi,NA,NA,NA,NA,NA,NA
171,0.060992297,0,5,State,All,Age,state,99,Goa,15-29,NA,NA,NA,NA,NA
172,0.028307501,0.003012739,5,State,All,Age,state,99,Goa,30 to 45,NA,NA,NA,NA,NA
173,0.008053822,0,5,State,All,Age,state,99,Goa,46 to 64,NA,NA,NA,NA,NA
174,0.0100335,0,5,State,All,Age,state,99,Goa,65+,NA,NA,NA,NA,NA
175,0,0,5,State,All,Age,state,99,Goa,NA,NA,NA,NA,NA,NA
176,0.244595453,0.063500211,5,State,All,Age,state,99,Gujarat,15-29,NA,NA,NA,NA,NA
177,0.147489741,0.034684125,5,State,All,Age,state,99,Gujarat,30 to 45,NA,NA,NA,NA,NA
178,0.117513821,0.017625546,5,State,All,Age,state,99,Gujarat,46 to 64,NA,NA,NA,NA,NA
179,0.132738009,0.010181241,5,State,All,Age,state,99,Gujarat,65+,NA,NA,NA,NA,NA
180,0.164457738,0,5,State,All,Age,state,99,Gujarat,NA,NA,NA,NA,NA,NA
181,0.178363726,0.05346838,5,State,All,Age,state,99,Haryana,15-29,NA,NA,NA,NA,NA
182,0.081605956,0.021901768,5,State,All,Age,state,99,Haryana,30 to 45,NA,NA,NA,NA,NA
183,0.046426229,0.004678671,5,State,All,Age,state,99,Haryana,46 to 64,NA,NA,NA,NA,NA
184,0.062342275,0.006756405,5,State,All,Age,state,99,Haryana,65+,NA,NA,NA,NA,NA
185,0.256627828,0,5,State,All,Age,state,99,Haryana,NA,NA,NA,NA,NA,NA
186,0.108997628,0.02425254,5,State,All,Age,state,99,Himachal Pradesh,15-29,NA,NA,NA,NA,NA
187,0.051542729,0.008561787,5,State,All,Age,state,99,Himachal Pradesh,30 to 45,NA,NA,NA,NA,NA
188,0.039745972,0.00217459,5,State,All,Age,state,99,Himachal Pradesh,46 to 64,NA,NA,NA,NA,NA
189,0.072094895,0.003085063,5,State,All,Age,state,99,Himachal Pradesh,65+,NA,NA,NA,NA,NA
190,0.108476721,0,5,State,All,Age,state,99,Himachal Pradesh,NA,NA,NA,NA,NA,NA
191,0.120620281,0.02836878,5,State,All,Age,state,99,Jammu & Kashmir,15-29,NA,NA,NA,NA,NA
192,0.075999312,0.012898697,5,State,All,Age,state,99,Jammu & Kashmir,30 to 45,NA,NA,NA,NA,NA
193,0.040053815,0.004827348,5,State,All,Age,state,99,Jammu & Kashmir,46 to 64,NA,NA,NA,NA,NA
194,0.05767148,0.004309578,5,State,All,Age,state,99,Jammu & Kashmir,65+,NA,NA,NA,NA,NA
195,0,0,5,State,All,Age,state,99,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
196,0.450667381,0.166018337,5,State,All,Age,state,99,Jharkhand,15-29,NA,NA,NA,NA,NA
197,0.317387074,0.108800508,5,State,All,Age,state,99,Jharkhand,30 to 45,NA,NA,NA,NA,NA
198,0.254566938,0.049353849,5,State,All,Age,state,99,Jharkhand,46 to 64,NA,NA,NA,NA,NA
199,0.296684235,0.04207059,5,State,All,Age,state,99,Jharkhand,65+,NA,NA,NA,NA,NA
200,0.093369767,0.093369767,5,State,All,Age,state,99,Jharkhand,NA,NA,NA,NA,NA,NA
201,0.101686582,0.037173066,5,State,All,Age,state,99,Karnataka,15-29,NA,NA,NA,NA,NA
202,0.081976406,0.014452708,5,State,All,Age,state,99,Karnataka,30 to 45,NA,NA,NA,NA,NA
203,0.070878193,0.006563391,5,State,All,Age,state,99,Karnataka,46 to 64,NA,NA,NA,NA,NA
204,0.110106707,0.007089864,5,State,All,Age,state,99,Karnataka,65+,NA,NA,NA,NA,NA
205,0.116344236,0,5,State,All,Age,state,99,Karnataka,NA,NA,NA,NA,NA,NA
206,0.037387639,0,5,State,All,Age,state,99,Kerala,15-29,NA,NA,NA,NA,NA
207,0.011108191,0.000572798,5,State,All,Age,state,99,Kerala,30 to 45,NA,NA,NA,NA,NA
208,0.007269212,0.000317683,5,State,All,Age,state,99,Kerala,46 to 64,NA,NA,NA,NA,NA
209,0.017760379,0.000430294,5,State,All,Age,state,99,Kerala,65+,NA,NA,NA,NA,NA
210,0,0,5,State,All,Age,state,99,Kerala,NA,NA,NA,NA,NA,NA
211,0.039274465,0,5,State,All,Age,state,99,Ladakh,15-29,NA,NA,NA,NA,NA
212,0.091555938,0.018067269,5,State,All,Age,state,99,Ladakh,30 to 45,NA,NA,NA,NA,NA
213,0.035224788,0,5,State,All,Age,state,99,Ladakh,46 to 64,NA,NA,NA,NA,NA
214,0.111536145,0.006354586,5,State,All,Age,state,99,Ladakh,65+,NA,NA,NA,NA,NA
215,0,0,5,State,All,Age,state,99,Ladakh,NA,NA,NA,NA,NA,NA
216,0.035911813,0,5,State,All,Age,state,99,Lakshadweep,15-29,NA,NA,NA,NA,NA
217,0.004589305,0,5,State,All,Age,state,99,Lakshadweep,30 to 45,NA,NA,NA,NA,NA
218,0.007502316,0,5,State,All,Age,state,99,Lakshadweep,46 to 64,NA,NA,NA,NA,NA
219,0.004749866,0,5,State,All,Age,state,99,Lakshadweep,65+,NA,NA,NA,NA,NA
220,0,0,5,State,All,Age,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA
221,0.395766526,0.100151137,5,State,All,Age,state,99,Madhya Pradesh,15-29,NA,NA,NA,NA,NA
222,0.233871728,0.060955901,5,State,All,Age,state,99,Madhya Pradesh,30 to 45,NA,NA,NA,NA,NA
223,0.225464717,0.03437553,5,State,All,Age,state,99,Madhya Pradesh,46 to 64,NA,NA,NA,NA,NA
224,0.29242146,0.026653016,5,State,All,Age,state,99,Madhya Pradesh,65+,NA,NA,NA,NA,NA
225,0.257650882,0.145325571,5,State,All,Age,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
226,0.116826117,0.026704645,5,State,All,Age,state,99,Maharashtra,15-29,NA,NA,NA,NA,NA
227,0.094888024,0.018748302,5,State,All,Age,state,99,Maharashtra,30 to 45,NA,NA,NA,NA,NA
228,0.074900188,0.008015003,5,State,All,Age,state,99,Maharashtra,46 to 64,NA,NA,NA,NA,NA
229,0.130542338,0.008151618,5,State,All,Age,state,99,Maharashtra,65+,NA,NA,NA,NA,NA
230,0.160343215,0.04490862,5,State,All,Age,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
231,0.224147052,0.031897709,5,State,All,Age,state,99,Manipur,15-29,NA,NA,NA,NA,NA
232,0.113825932,0.021731645,5,State,All,Age,state,99,Manipur,30 to 45,NA,NA,NA,NA,NA
233,0.082272679,0.007048717,5,State,All,Age,state,99,Manipur,46 to 64,NA,NA,NA,NA,NA
234,0.102401018,0.005223848,5,State,All,Age,state,99,Manipur,65+,NA,NA,NA,NA,NA
235,0,0,5,State,All,Age,state,99,Manipur,NA,NA,NA,NA,NA,NA
236,0.412561774,0.140256703,5,State,All,Age,state,99,Meghalaya,15-29,NA,NA,NA,NA,NA
237,0.277078807,0.117084377,5,State,All,Age,state,99,Meghalaya,30 to 45,NA,NA,NA,NA,NA
238,0.153428495,0.034503892,5,State,All,Age,state,99,Meghalaya,46 to 64,NA,NA,NA,NA,NA
239,0.206581846,0.047001418,5,State,All,Age,state,99,Meghalaya,65+,NA,NA,NA,NA,NA
240,0.717596591,0.033258479,5,State,All,Age,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
241,0.145106539,0.034496825,5,State,All,Age,state,99,Mizoram,15-29,NA,NA,NA,NA,NA
242,0.072202787,0.024185257,5,State,All,Age,state,99,Mizoram,30 to 45,NA,NA,NA,NA,NA
243,0.041367982,0.008338819,5,State,All,Age,state,99,Mizoram,46 to 64,NA,NA,NA,NA,NA
244,0.0383473,0.004613071,5,State,All,Age,state,99,Mizoram,65+,NA,NA,NA,NA,NA
245,0,0,5,State,All,Age,state,99,Mizoram,NA,NA,NA,NA,NA,NA
246,0.202802449,0.043220274,5,State,All,Age,state,99,Nagaland,15-29,NA,NA,NA,NA,NA
247,0.157034621,0.029918296,5,State,All,Age,state,99,Nagaland,30 to 45,NA,NA,NA,NA,NA
248,0.14605771,0.013088623,5,State,All,Age,state,99,Nagaland,46 to 64,NA,NA,NA,NA,NA
249,0.271433234,0.008470374,5,State,All,Age,state,99,Nagaland,65+,NA,NA,NA,NA,NA
250,0.26341179,0.26341179,5,State,All,Age,state,99,Nagaland,NA,NA,NA,NA,NA,NA
251,0.365990937,0.122866578,5,State,All,Age,state,99,Odisha,15-29,NA,NA,NA,NA,NA
252,0.227469638,0.064586073,5,State,All,Age,state,99,Odisha,30 to 45,NA,NA,NA,NA,NA
253,0.18860966,0.028213343,5,State,All,Age,state,99,Odisha,46 to 64,NA,NA,NA,NA,NA
254,0.233971819,0.022118621,5,State,All,Age,state,99,Odisha,65+,NA,NA,NA,NA,NA
