,m_poor_1_33,m_poor_1_50,Year,round,level,area,dem,SourceSheet,sector,state,head_age_cat,edu_group,head_gender,hhsize_cat,own_house,agri_land
745,0.094314873,0,2019,5,State,All,Education,state,99,Karnataka,NA,NA,NA,NA,NA,NA
746,0.052145418,0.00236044,2019,5,State,All,Education,state,99,Kerala,NA,No education / Preschool,NA,NA,NA,NA
747,0.011611854,0.000562214,2019,5,State,All,Education,state,99,Kerala,NA,Primary,NA,NA,NA,NA
748,0.005394483,9.35E-05,2019,5,State,All,Education,state,99,Kerala,NA,Secondary,NA,NA,NA,NA
749,0,0,2019,5,State,All,Education,state,99,Kerala,NA,Higher,NA,NA,NA,NA
750,0,0,2019,5,State,All,Education,state,99,Kerala,NA,NA,NA,NA,NA,NA
751,0.097423717,0.011400413,2019,5,State,All,Education,state,99,Ladakh,NA,No education / Preschool,NA,NA,NA,NA
752,0.118997402,0.040555973,2019,5,State,All,Education,state,99,Ladakh,NA,Primary,NA,NA,NA,NA
753,0.040553916,0.002639658,2019,5,State,All,Education,state,99,Ladakh,NA,Secondary,NA,NA,NA,NA
754,0.032369308,0.00540509,2019,5,State,All,Education,state,99,Ladakh,NA,Higher,NA,NA,NA,NA
755,0,0,2019,5,State,All,Education,state,99,Ladakh,NA,NA,NA,NA,NA,NA
756,0.010735102,0,2019,5,State,All,Education,state,99,Lakshadweep,NA,No education / Preschool,NA,NA,NA,NA
757,0.004411354,0,2019,5,State,All,Education,state,99,Lakshadweep,NA,Primary,NA,NA,NA,NA
758,0.012615191,0,2019,5,State,All,Education,state,99,Lakshadweep,NA,Secondary,NA,NA,NA,NA
759,0,0,2019,5,State,All,Education,state,99,Lakshadweep,NA,Higher,NA,NA,NA,NA
760,0,0,2019,5,State,All,Education,state,99,Lakshadweep,NA,NA,NA,NA,NA,NA
761,0.395994484,0.115350507,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,No education / Preschool,NA,NA,NA,NA
762,0.283795863,0.065421648,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,Primary,NA,NA,NA,NA
763,0.14061673,0.014796782,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,Secondary,NA,NA,NA,NA
764,0.048232991,0.002377654,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,Higher,NA,NA,NA,NA
765,0.107340485,0.054969519,2019,5,State,All,Education,state,99,Madhya Pradesh,NA,NA,NA,NA,NA,NA
766,0.226968348,0.047727235,2019,5,State,All,Education,state,99,Maharashtra,NA,No education / Preschool,NA,NA,NA,NA
767,0.1251259,0.020577431,2019,5,State,All,Education,state,99,Maharashtra,NA,Primary,NA,NA,NA,NA
768,0.047030915,0.002737898,2019,5,State,All,Education,state,99,Maharashtra,NA,Secondary,NA,NA,NA,NA
769,0.010939741,0.000303813,2019,5,State,All,Education,state,99,Maharashtra,NA,Higher,NA,NA,NA,NA
770,0.034554448,0,2019,5,State,All,Education,state,99,Maharashtra,NA,NA,NA,NA,NA,NA
771,0.182614401,0.034140024,2019,5,State,All,Education,state,99,Manipur,NA,No education / Preschool,NA,NA,NA,NA
772,0.184351578,0.044909492,2019,5,State,All,Education,state,99,Manipur,NA,Primary,NA,NA,NA,NA
773,0.072604075,0.003830551,2019,5,State,All,Education,state,99,Manipur,NA,Secondary,NA,NA,NA,NA
774,0.021036804,0.000312013,2019,5,State,All,Education,state,99,Manipur,NA,Higher,NA,NA,NA,NA
775,0,0,2019,5,State,All,Education,state,99,Manipur,NA,NA,NA,NA,NA,NA
776,0.429314792,0.19628185,2019,5,State,All,Education,state,99,Meghalaya,NA,No education / Preschool,NA,NA,NA,NA
777,0.381546974,0.167091161,2019,5,State,All,Education,state,99,Meghalaya,NA,Primary,NA,NA,NA,NA
778,0.13214168,0.018005582,2019,5,State,All,Education,state,99,Meghalaya,NA,Secondary,NA,NA,NA,NA
779,0.029609667,0,2019,5,State,All,Education,state,99,Meghalaya,NA,Higher,NA,NA,NA,NA
780,0.372440279,0.016390871,2019,5,State,All,Education,state,99,Meghalaya,NA,NA,NA,NA,NA,NA
781,0.282656848,0.107153535,2019,5,State,All,Education,state,99,Mizoram,NA,No education / Preschool,NA,NA,NA,NA
782,0.08886046,0.029726859,2019,5,State,All,Education,state,99,Mizoram,NA,Primary,NA,NA,NA,NA
783,0.018626954,0.001473873,2019,5,State,All,Education,state,99,Mizoram,NA,Secondary,NA,NA,NA,NA
784,0.003926567,0,2019,5,State,All,Education,state,99,Mizoram,NA,Higher,NA,NA,NA,NA
785,0.01794138,0,2019,5,State,All,Education,state,99,Mizoram,NA,NA,NA,NA,NA,NA
786,0.381992549,0.076432064,2019,5,State,All,Education,state,99,Nagaland,NA,No education / Preschool,NA,NA,NA,NA
787,0.295175672,0.063072763,2019,5,State,All,Education,state,99,Nagaland,NA,Primary,NA,NA,NA,NA
788,0.098987393,0.009377532,2019,5,State,All,Education,state,99,Nagaland,NA,Secondary,NA,NA,NA,NA
789,0.027248044,0.002258865,2019,5,State,All,Education,state,99,Nagaland,NA,Higher,NA,NA,NA,NA
790,0.208603829,0.208603829,2019,5,State,All,Education,state,99,Nagaland,NA,NA,NA,NA,NA,NA
791,0.387486845,0.128044873,2019,5,State,All,Education,state,99,Odisha,NA,No education / Preschool,NA,NA,NA,NA
792,0.242771208,0.059894312,2019,5,State,All,Education,state,99,Odisha,NA,Primary,NA,NA,NA,NA
793,0.100126579,0.005277073,2019,5,State,All,Education,state,99,Odisha,NA,Secondary,NA,NA,NA,NA
794,0.018135518,0,2019,5,State,All,Education,state,99,Odisha,NA,Higher,NA,NA,NA,NA
795,0.159092635,0.031248024,2019,5,State,All,Education,state,99,Odisha,NA,NA,NA,NA,NA,NA
796,0.038237907,0.002958365,2019,5,State,All,Education,state,99,Puducherry,NA,No education / Preschool,NA,NA,NA,NA
797,0.036099222,0,2019,5,State,All,Education,state,99,Puducherry,NA,Primary,NA,NA,NA,NA
798,0.003606643,0,2019,5,State,All,Education,state,99,Puducherry,NA,Secondary,NA,NA,NA,NA
799,0.002513877,0,2019,5,State,All,Education,state,99,Puducherry,NA,Higher,NA,NA,NA,NA
800,0,0,2019,5,State,All,Education,state,99,Puducherry,NA,NA,NA,NA,NA,NA
801,0.100821458,0.017618639,2019,5,State,All,Education,state,99,Punjab,NA,No education / Preschool,NA,NA,NA,NA
802,0.062583067,0.010423794,2019,5,State,All,Education,state,99,Punjab,NA,Primary,NA,NA,NA,NA
803,0.012921825,0,2019,5,State,All,Education,state,99,Punjab,NA,Secondary,NA,NA,NA,NA
804,0.002027716,0,2019,5,State,All,Education,state,99,Punjab,NA,Higher,NA,NA,NA,NA
805,0,0,2019,5,State,All,Education,state,99,Punjab,NA,NA,NA,NA,NA,NA
806,0.261933982,0.068360262,2019,5,State,All,Education,state,99,Rajasthan,NA,No education / Preschool,NA,NA,NA,NA
807,0.222583994,0.060732633,2019,5,State,All,Education,state,99,Rajasthan,NA,Primary,NA,NA,NA,NA
808,0.086458236,0.006381655,2019,5,State,All,Education,state,99,Rajasthan,NA,Secondary,NA,NA,NA,NA
809,0.042289276,0.002169349,2019,5,State,All,Education,state,99,Rajasthan,NA,Higher,NA,NA,NA,NA
810,0.158595949,0.038833808,2019,5,State,All,Education,state,99,Rajasthan,NA,NA,NA,NA,NA,NA
811,0.088046581,0.009304536,2019,5,State,All,Education,state,99,Sikkim,NA,No education / Preschool,NA,NA,NA,NA
812,0.070440546,0.012251633,2019,5,State,All,Education,state,99,Sikkim,NA,Primary,NA,NA,NA,NA
813,0.006244228,0,2019,5,State,All,Education,state,99,Sikkim,NA,Secondary,NA,NA,NA,NA
814,0.001120385,0,2019,5,State,All,Education,state,99,Sikkim,NA,Higher,NA,NA,NA,NA
815,0,0,2019,5,State,All,Education,state,99,Sikkim,NA,NA,NA,NA,NA,NA
816,0.098889247,0.004512684,2019,5,State,All,Education,state,99,Tamil Nadu,NA,No education / Preschool,NA,NA,NA,NA
817,0.053323895,0.004765098,2019,5,State,All,Education,state,99,Tamil Nadu,NA,Primary,NA,NA,NA,NA
818,0.01601043,0.000466298,2019,5,State,All,Education,state,99,Tamil Nadu,NA,Secondary,NA,NA,NA,NA
819,0.003857248,0.000475945,2019,5,State,All,Education,state,99,Tamil Nadu,NA,Higher,NA,NA,NA,NA
820,0.0242036,0.0242036,2019,5,State,All,Education,state,99,Tamil Nadu,NA,NA,NA,NA,NA,NA
821,0.119084567,0.015519034,2019,5,State,All,Education,state,99,Telangana,NA,No education / Preschool,NA,NA,NA,NA
822,0.089189097,0.011153704,2019,5,State,All,Education,state,99,Telangana,NA,Primary,NA,NA,NA,NA
823,0.016773529,0.000637626,2019,5,State,All,Education,state,99,Telangana,NA,Secondary,NA,NA,NA,NA
824,0.005483278,0,2019,5,State,All,Education,state,99,Telangana,NA,Higher,NA,NA,NA,NA
825,0.20440957,0,2019,5,State,All,Education,state,99,Telangana,NA,NA,NA,NA,NA,NA
826,0.301089287,0.070943616,2019,5,State,All,Education,state,99,Tripura,NA,No education / Preschool,NA,NA,NA,NA
827,0.225372806,0.043411132,2019,5,State,All,Education,state,99,Tripura,NA,Primary,NA,NA,NA,NA
828,0.069991119,0.003798378,2019,5,State,All,Education,state,99,Tripura,NA,Secondary,NA,NA,NA,NA
829,0.006159294,0,2019,5,State,All,Education,state,99,Tripura,NA,Higher,NA,NA,NA,NA
830,0.189181969,0.016039779,2019,5,State,All,Education,state,99,Tripura,NA,NA,NA,NA,NA,NA
831,0.363842964,0.128168866,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,No education / Preschool,NA,NA,NA,NA
832,0.305457592,0.097007453,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,Primary,NA,NA,NA,NA
833,0.135726511,0.019108342,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,Secondary,NA,NA,NA,NA
834,0.051629487,0.004940827,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,Higher,NA,NA,NA,NA
835,0.239836127,0.050786167,2019,5,State,All,Education,state,99,Uttar Pradesh,NA,NA,NA,NA,NA,NA
836,0.192713112,0.033242878,2019,5,State,All,Education,state,99,Uttarakhand,NA,No education / Preschool,NA,NA,NA,NA
837,0.144730866,0.029810876,2019,5,State,All,Education,state,99,Uttarakhand,NA,Primary,NA,NA,NA,NA
838,0.053271186,0.003699021,2019,5,State,All,Education,state,99,Uttarakhand,NA,Secondary,NA,NA,NA,NA
839,0.007483797,0.000163415,2019,5,State,All,Education,state,99,Uttarakhand,NA,Higher,NA,NA,NA,NA
840,0.167254284,0,2019,5,State,All,Education,state,99,Uttarakhand,NA,NA,NA,NA,NA,NA
841,0.289126694,0.066006258,2019,5,State,All,Education,state,99,West Bengal,NA,No education / Preschool,NA,NA,NA,NA
842,0.186869472,0.03436742,2019,5,State,All,Education,state,99,West Bengal,NA,Primary,NA,NA,NA,NA
843,0.062168427,0.00292582,2019,5,State,All,Education,state,99,West Bengal,NA,Secondary,NA,NA,NA,NA
844,0.014898677,0.001078981,2019,5,State,All,Education,state,99,West Bengal,NA,Higher,NA,NA,NA,NA
845,0.337736934,0.20927842,2019,5,State,All,Education,state,99,West Bengal,NA,NA,NA,NA,NA,NA
846,0.094121106,0.019225486,2019,5,State,urban/rural,Education,statesector,0,Andaman & Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
847,0.072695091,0.004851218,2019,5,State,urban/rural,Education,statesector,0,Andaman & Nicobar Islands,NA,Primary,NA,NA,NA,NA
848,0.025915328,0.003577099,2019,5,State,urban/rural,Education,statesector,0,Andaman & Nicobar Islands,NA,Secondary,NA,NA,NA,NA
849,0,0,2019,5,State,urban/rural,Education,statesector,0,Andaman & Nicobar Islands,NA,Higher,NA,NA,NA,NA
850,0,0,2019,5,State,urban/rural,Education,statesector,0,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
851,0.016084941,0,2019,5,State,urban/rural,Education,statesector,1,Andaman & Nicobar Islands,NA,No education / Preschool,NA,NA,NA,NA
852,0.01795988,0,2019,5,State,urban/rural,Education,statesector,1,Andaman & Nicobar Islands,NA,Primary,NA,NA,NA,NA
853,0.013322659,0,2019,5,State,urban/rural,Education,statesector,1,Andaman & Nicobar Islands,NA,Secondary,NA,NA,NA,NA
854,0,0,2019,5,State,urban/rural,Education,statesector,1,Andaman & Nicobar Islands,NA,Higher,NA,NA,NA,NA
855,0,0,2019,5,State,urban/rural,Education,statesector,1,Andaman & Nicobar Islands,NA,NA,NA,NA,NA,NA
856,0.14626421,0.023512576,2019,5,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,No education / Preschool,NA,NA,NA,NA
857,0.091762401,0.013153568,2019,5,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,Primary,NA,NA,NA,NA
858,0.033765368,0.001216293,2019,5,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,Secondary,NA,NA,NA,NA
859,0.021623528,0,2019,5,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,Higher,NA,NA,NA,NA
860,0,0,2019,5,State,urban/rural,Education,statesector,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA
861,0.058384247,0.004638725,2019,5,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,No education / Preschool,NA,NA,NA,NA
862,0.038008645,0,2019,5,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,Primary,NA,NA,NA,NA
863,0.008913862,0,2019,5,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,Secondary,NA,NA,NA,NA
864,0.002412179,0,2019,5,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,Higher,NA,NA,NA,NA
865,0,0,2019,5,State,urban/rural,Education,statesector,1,Andhra Pradesh,NA,NA,NA,NA,NA,NA
866,0.256628633,0.056803431,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
867,0.209964097,0.050710499,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
868,0.057814229,0.006397469,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
869,0.021559648,0.002508967,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
870,0.230033979,0,2019,5,State,urban/rural,Education,statesector,0,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
871,0.100593522,0.031019481,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
872,0.120925486,0.028606409,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Primary,NA,NA,NA,NA
873,0.018688189,0.000768998,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Secondary,NA,NA,NA,NA
874,0.013411175,0.001809435,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,Higher,NA,NA,NA,NA
875,0,0,2019,5,State,urban/rural,Education,statesector,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA
876,0.377133995,0.122919232,2019,5,State,urban/rural,Education,statesector,0,Assam,NA,No education / Preschool,NA,NA,NA,NA
877,0.293675572,0.081887439,2019,5,State,urban/rural,Education,statesector,0,Assam,NA,Primary,NA,NA,NA,NA
878,0.118321344,0.008969957,2019,5,State,urban/rural,Education,statesector,0,Assam,NA,Secondary,NA,NA,NA,NA
879,0.033917919,0.000423864,2019,5,State,urban/rural,Education,statesector,0,Assam,NA,Higher,NA,NA,NA,NA
880,0,0,2019,5,State,urban/rural,Education,statesector,0,Assam,NA,NA,NA,NA,NA,NA
881,0.234751552,0.05288475,2019,5,State,urban/rural,Education,statesector,1,Assam,NA,No education / Preschool,NA,NA,NA,NA
882,0.158564925,0.028267093,2019,5,State,urban/rural,Education,statesector,1,Assam,NA,Primary,NA,NA,NA,NA
883,0.025890978,0,2019,5,State,urban/rural,Education,statesector,1,Assam,NA,Secondary,NA,NA,NA,NA
884,0.000799506,0,2019,5,State,urban/rural,Education,statesector,1,Assam,NA,Higher,NA,NA,NA,NA
885,0,0,2019,5,State,urban/rural,Education,statesector,1,Assam,NA,NA,NA,NA,NA,NA
886,0.539325714,0.24385269,2019,5,State,urban/rural,Education,statesector,0,Bihar,NA,No education / Preschool,NA,NA,NA,NA
887,0.446948797,0.187027141,2019,5,State,urban/rural,Education,statesector,0,Bihar,NA,Primary,NA,NA,NA,NA
888,0.186454177,0.021683289,2019,5,State,urban/rural,Education,statesector,0,Bihar,NA,Secondary,NA,NA,NA,NA
889,0.086585574,0.009123155,2019,5,State,urban/rural,Education,statesector,0,Bihar,NA,Higher,NA,NA,NA,NA
890,0.262928843,0.078093804,2019,5,State,urban/rural,Education,statesector,0,Bihar,NA,NA,NA,NA,NA,NA
891,0.364460737,0.139471456,2019,5,State,urban/rural,Education,statesector,1,Bihar,NA,No education / Preschool,NA,NA,NA,NA
892,0.303208351,0.082598291,2019,5,State,urban/rural,Education,statesector,1,Bihar,NA,Primary,NA,NA,NA,NA
893,0.057814892,0.006464051,2019,5,State,urban/rural,Education,statesector,1,Bihar,NA,Secondary,NA,NA,NA,NA
894,0.008202323,0,2019,5,State,urban/rural,Education,statesector,1,Bihar,NA,Higher,NA,NA,NA,NA
895,0,0,2019,5,State,urban/rural,Education,statesector,1,Bihar,NA,NA,NA,NA,NA,NA
896,0,0,2019,5,State,urban/rural,Education,statesector,0,Chandigarh,NA,No education / Preschool,NA,NA,NA,NA
897,0,0,2019,5,State,urban/rural,Education,statesector,0,Chandigarh,NA,Primary,NA,NA,NA,NA
898,0.06779661,0,2019,5,State,urban/rural,Education,statesector,0,Chandigarh,NA,Secondary,NA,NA,NA,NA
899,0.097075596,0.041461792,2019,5,State,urban/rural,Education,statesector,1,Chandigarh,NA,No education / Preschool,NA,NA,NA,NA
900,0.103792928,0.0277231,2019,5,State,urban/rural,Education,statesector,1,Chandigarh,NA,Primary,NA,NA,NA,NA
901,0.015318618,0,2019,5,State,urban/rural,Education,statesector,1,Chandigarh,NA,Secondary,NA,NA,NA,NA
902,0,0,2019,5,State,urban/rural,Education,statesector,1,Chandigarh,NA,Higher,NA,NA,NA,NA
903,0.322704166,0.082475074,2019,5,State,urban/rural,Education,statesector,0,Chhattisgarh,NA,No education / Preschool,NA,NA,NA,NA
904,0.24015668,0.055463031,2019,5,State,urban/rural,Education,statesector,0,Chhattisgarh,NA,Primary,NA,NA,NA,NA
905,0.129342422,0.013824432,2019,5,State,urban/rural,Education,statesector,0,Chhattisgarh,NA,Secondary,NA,NA,NA,NA
906,0.043270387,0.000550348,2019,5,State,urban/rural,Education,statesector,0,Chhattisgarh,NA,Higher,NA,NA,NA,NA
907,0.199082807,0,2019,5,State,urban/rural,Education,statesector,0,Chhattisgarh,NA,NA,NA,NA,NA,NA
908,0.1231253,0.02527282,2019,5,State,urban/rural,Education,statesector,1,Chhattisgarh,NA,No education / Preschool,NA,NA,NA,NA
909,0.078059264,0.012093222,2019,5,State,urban/rural,Education,statesector,1,Chhattisgarh,NA,Primary,NA,NA,NA,NA
910,0.021933112,0.00019493,2019,5,State,urban/rural,Education,statesector,1,Chhattisgarh,NA,Secondary,NA,NA,NA,NA
911,0.011242489,0.000661645,2019,5,State,urban/rural,Education,statesector,1,Chhattisgarh,NA,Higher,NA,NA,NA,NA
912,0,0,2019,5,State,urban/rural,Education,statesector,1,Chhattisgarh,NA,NA,NA,NA,NA,NA
913,0.369354427,0.053460442,2019,5,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
914,0.248496741,0.052490719,2019,5,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
915,0.079364352,0.004008302,2019,5,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
916,0.022641692,0,2019,5,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
917,0,0,2019,5,State,urban/rural,Education,statesector,0,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
918,0.169685468,0.025706174,2019,5,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,No education / Preschool,NA,NA,NA,NA
919,0.127457723,0.03681929,2019,5,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Primary,NA,NA,NA,NA
920,0.025991891,0.009474776,2019,5,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Secondary,NA,NA,NA,NA
921,0.003358422,0,2019,5,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,Higher,NA,NA,NA,NA
922,0,0,2019,5,State,urban/rural,Education,statesector,1,Dadra & Nagar Haveli and Daman & Diu,NA,NA,NA,NA,NA,NA
923,0.031227961,0.02610402,2019,5,State,urban/rural,Education,statesector,0,Delhi,NA,No education / Preschool,NA,NA,NA,NA
924,0.122197464,0.039420538,2019,5,State,urban/rural,Education,statesector,0,Delhi,NA,Primary,NA,NA,NA,NA
925,0.010372018,0,2019,5,State,urban/rural,Education,statesector,0,Delhi,NA,Secondary,NA,NA,NA,NA
926,0,0,2019,5,State,urban/rural,Education,statesector,0,Delhi,NA,Higher,NA,NA,NA,NA
927,0,0,2019,5,State,urban/rural,Education,statesector,0,Delhi,NA,NA,NA,NA,NA,NA
928,0.099526122,0.020098379,2019,5,State,urban/rural,Education,statesector,1,Delhi,NA,No education / Preschool,NA,NA,NA,NA
929,0.060550243,0.008109554,2019,5,State,urban/rural,Education,statesector,1,Delhi,NA,Primary,NA,NA,NA,NA
930,0.014793945,0.000312069,2019,5,State,urban/rural,Education,statesector,1,Delhi,NA,Secondary,NA,NA,NA,NA
931,0.002490574,0,2019,5,State,urban/rural,Education,statesector,1,Delhi,NA,Higher,NA,NA,NA,NA
932,0,0,2019,5,State,urban/rural,Education,statesector,1,Delhi,NA,NA,NA,NA,NA,NA
933,0.017627673,0,2019,5,State,urban/rural,Education,statesector,0,Goa,NA,No education / Preschool,NA,NA,NA,NA
934,0.104369491,0.01784878,2019,5,State,urban/rural,Education,statesector,0,Goa,NA,Primary,NA,NA,NA,NA
935,0.007448879,0,2019,5,State,urban/rural,Education,statesector,0,Goa,NA,Secondary,NA,NA,NA,NA
936,0.015820188,0,2019,5,State,urban/rural,Education,statesector,0,Goa,NA,Higher,NA,NA,NA,NA
937,0,0,2019,5,State,urban/rural,Education,statesector,0,Goa,NA,NA,NA,NA,NA,NA
938,0.010204216,0,2019,5,State,urban/rural,Education,statesector,1,Goa,NA,No education / Preschool,NA,NA,NA,NA
939,0.007080633,0,2019,5,State,urban/rural,Education,statesector,1,Goa,NA,Primary,NA,NA,NA,NA
940,0.002897124,0,2019,5,State,urban/rural,Education,statesector,1,Goa,NA,Secondary,NA,NA,NA,NA
941,0,0,2019,5,State,urban/rural,Education,statesector,1,Goa,NA,Higher,NA,NA,NA,NA
942,0,0,2019,5,State,urban/rural,Education,statesector,1,Goa,NA,NA,NA,NA,NA,NA
943,0.355207205,0.101231307,2019,5,State,urban/rural,Education,statesector,0,Gujarat,NA,No education / Preschool,NA,NA,NA,NA
944,0.240955532,0.050416298,2019,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Primary,NA,NA,NA,NA
945,0.120760091,0.010527234,2019,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Secondary,NA,NA,NA,NA
946,0.052185077,0.002857188,2019,5,State,urban/rural,Education,statesector,0,Gujarat,NA,Higher,NA,NA,NA,NA
947,0.109846316,0,2019,5,State,urban/rural,Education,statesector,0,Gujarat,NA,NA,NA,NA,NA,NA
948,0.134671599,0.031704966,2019,5,State,urban/rural,Education,statesector,1,Gujarat,NA,No education / Preschool,NA,NA,NA,NA
949,0.085911728,0.016143052,2019,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Primary,NA,NA,NA,NA
950,0.017661788,0.000498111,2019,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Secondary,NA,NA,NA,NA
951,0.007533859,0,2019,5,State,urban/rural,Education,statesector,1,Gujarat,NA,Higher,NA,NA,NA,NA
952,0.035893757,0,2019,5,State,urban/rural,Education,statesector,1,Gujarat,NA,NA,NA,NA,NA,NA
953,0.152316749,0.038433865,2019,5,State,urban/rural,Education,statesector,0,Haryana,NA,No education / Preschool,NA,NA,NA,NA
954,0.138503626,0.038050011,2019,5,State,urban/rural,Education,statesector,0,Haryana,NA,Primary,NA,NA,NA,NA
955,0.039453693,0.005187584,2019,5,State,urban/rural,Education,statesector,0,Haryana,NA,Secondary,NA,NA,NA,NA
956,0.021731641,0.001790797,2019,5,State,urban/rural,Education,statesector,0,Haryana,NA,Higher,NA,NA,NA,NA
957,0.027284494,0,2019,5,State,urban/rural,Education,statesector,0,Haryana,NA,NA,NA,NA,NA,NA
958,0.116843916,0.024572924,2019,5,State,urban/rural,Education,statesector,1,Haryana,NA,No education / Preschool,NA,NA,NA,NA
959,0.089084469,0.017200634,2019,5,State,urban/rural,Education,statesector,1,Haryana,NA,Primary,NA,NA,NA,NA
960,0.015684264,0.002839775,2019,5,State,urban/rural,Education,statesector,1,Haryana,NA,Secondary,NA,NA,NA,NA
961,0.005219698,0,2019,5,State,urban/rural,Education,statesector,1,Haryana,NA,Higher,NA,NA,NA,NA
962,0,0,2019,5,State,urban/rural,Education,statesector,1,Haryana,NA,NA,NA,NA,NA,NA
963,0.108863607,0.012933146,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
964,0.078656942,0.010174753,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
965,0.036722042,0.00215671,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
966,0.003493294,0,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
967,0.017681088,0,2019,5,State,urban/rural,Education,statesector,0,Himachal Pradesh,NA,NA,NA,NA,NA,NA
968,0.183059052,0.093655989,2019,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,No education / Preschool,NA,NA,NA,NA
969,0.029557081,0.003860004,2019,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Primary,NA,NA,NA,NA
970,0.004263785,0,2019,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Secondary,NA,NA,NA,NA
971,0,0,2019,5,State,urban/rural,Education,statesector,1,Himachal Pradesh,NA,Higher,NA,NA,NA,NA
972,0.142107382,0.029274914,2019,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,No education / Preschool,NA,NA,NA,NA
973,0.14712438,0.042703774,2019,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Primary,NA,NA,NA,NA
974,0.041161753,0.001125026,2019,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Secondary,NA,NA,NA,NA
975,0.012304427,0.000464085,2019,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,Higher,NA,NA,NA,NA
976,0,0,2019,5,State,urban/rural,Education,statesector,0,Jammu & Kashmir,NA,NA,NA,NA,NA,NA
977,0.038011145,0.003669332,2019,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,No education / Preschool,NA,NA,NA,NA
978,0.060176663,0.006636923,2019,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Primary,NA,NA,NA,NA
979,0.007466043,0,2019,5,State,urban/rural,Education,statesector,1,Jammu & Kashmir,NA,Secondary,NA,NA,NA,NA
