,inc_selfemp,inc_salaried,inc_casual,year,level,area,SourceSheet,sector2,state,hhsize_cat1,hhsize_cat2,hhsize_cat3,hhsize_cat4,edu_cat1,edu_cat2,edu_cat3,edu_cat4,edu_cat5,edu_cat6,gender_cat1,gender_cat2,age_cat1,age_cat2,age_cat3,age_cat4,owns_land
423,0.544970334,0.161755621,0.288733006,2022,state,urban/rural,sector_state,0,Gujarat,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,0.484319657,0.163714707,0.285861164,2022,state,urban/rural,sector_state,0,Gujarat,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,0.170675144,0.147379443,0.295347214,2022,state,urban/rural,sector_state,0,Gujarat,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,0,0,0,2022,state,urban/rural,sector_state,0,Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,0.669717729,0.275876135,0.037671,2022,state,urban/rural,sector_state,0,Daman & Diu & D & N Haveli,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,0.375032902,0.473497629,0.151469469,2022,state,urban/rural,sector_state,0,Daman & Diu & D & N Haveli,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,0.273804605,0.633621335,0.072364949,2022,state,urban/rural,sector_state,0,Daman & Diu & D & N Haveli,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,0,0.918929219,0,2022,state,urban/rural,sector_state,0,Daman & Diu & D & N Haveli,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,0,0,0,2022,state,urban/rural,sector_state,0,Daman & Diu & D & N Haveli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,0.665140629,0.080135889,0.247733802,2022,state,urban/rural,sector_state,0,Maharashtra,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,0.509476006,0.167395025,0.312107831,2022,state,urban/rural,sector_state,0,Maharashtra,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,0.432341546,0.188611776,0.294876218,2022,state,urban/rural,sector_state,0,Maharashtra,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,0.116277799,0.171052232,0.207783774,2022,state,urban/rural,sector_state,0,Maharashtra,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,0,0,0,2022,state,urban/rural,sector_state,0,Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,0.60433197,0.093835279,0.288926005,2022,state,urban/rural,sector_state,0,Andhra Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,0.470701545,0.15465793,0.363053322,2022,state,urban/rural,sector_state,0,Andhra Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,0.407589346,0.112931289,0.354917049,2022,state,urban/rural,sector_state,0,Andhra Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,0.089380622,0.035420056,0.179614574,2022,state,urban/rural,sector_state,0,Andhra Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,0,0,0,2022,state,urban/rural,sector_state,0,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,0.707009792,0.06108601,0.229325771,2022,state,urban/rural,sector_state,0,Karnataka,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,0.556639552,0.122263826,0.313405067,2022,state,urban/rural,sector_state,0,Karnataka,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,0.47280404,0.131997019,0.334375054,2022,state,urban/rural,sector_state,0,Karnataka,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,0.118355595,0.093934834,0.238795891,2022,state,urban/rural,sector_state,0,Karnataka,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,0,0,0,2022,state,urban/rural,sector_state,0,Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,0.26408872,0.650275111,0.036247928,2022,state,urban/rural,sector_state,0,Goa,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,0.228320897,0.563970745,0.137300134,2022,state,urban/rural,sector_state,0,Goa,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,0.149539292,0.575676084,0.075244725,2022,state,urban/rural,sector_state,0,Goa,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,0.243168503,0.07006342,0.120686777,2022,state,urban/rural,sector_state,0,Goa,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,0,0,0,2022,state,urban/rural,sector_state,0,Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,0.396579176,0.315684766,0.271722466,2022,state,urban/rural,sector_state,0,Lakshadweep,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,0.355280101,0.307630569,0.257316083,2022,state,urban/rural,sector_state,0,Lakshadweep,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,0.301709563,0.409648269,0.164943427,2022,state,urban/rural,sector_state,0,Lakshadweep,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,0.206053972,0.338505417,0.42168954,2022,state,urban/rural,sector_state,0,Lakshadweep,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,0,0,0,2022,state,urban/rural,sector_state,0,Lakshadweep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,0.330636799,0.223148108,0.360041231,2022,state,urban/rural,sector_state,0,Kerala,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,0.294928312,0.247894347,0.323003143,2022,state,urban/rural,sector_state,0,Kerala,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,0.25712502,0.187960654,0.275339663,2022,state,urban/rural,sector_state,0,Kerala,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,0.104914531,0.106687129,0.260412514,2022,state,urban/rural,sector_state,0,Kerala,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,0,0,0,2022,state,urban/rural,sector_state,0,Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,0.452642888,0.194405466,0.332267314,2022,state,urban/rural,sector_state,0,Tamil Nadu,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,0.340435505,0.237223685,0.407584667,2022,state,urban/rural,sector_state,0,Tamil Nadu,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,0.29368937,0.22205928,0.399966836,2022,state,urban/rural,sector_state,0,Tamil Nadu,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,0.08782246,0.100474417,0.398755938,2022,state,urban/rural,sector_state,0,Tamil Nadu,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,0,0,0,2022,state,urban/rural,sector_state,0,Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,0.439149141,0.078447588,0.482403249,2022,state,urban/rural,sector_state,0,Puducherry,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,0.196215764,0.418753356,0.361062944,2022,state,urban/rural,sector_state,0,Puducherry,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,0.189117625,0.395461947,0.258280098,2022,state,urban/rural,sector_state,0,Puducherry,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,0,0.077063888,0.102460869,2022,state,urban/rural,sector_state,0,Puducherry,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,0,0,0,2022,state,urban/rural,sector_state,0,Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,0.536509931,0.33680141,0.067536913,2022,state,urban/rural,sector_state,0,A & N Island,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,0.396735579,0.449643701,0.120911047,2022,state,urban/rural,sector_state,0,A & N Island,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,0.324523419,0.43961221,0.13530311,2022,state,urban/rural,sector_state,0,A & N Island,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,0.136423245,0.437745363,0.038710766,2022,state,urban/rural,sector_state,0,A & N Island,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,0,0,0,2022,state,urban/rural,sector_state,0,A & N Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,0.774586201,0.064405911,0.155258104,2022,state,urban/rural,sector_state,0,Telangana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,0.671868205,0.105374619,0.219113499,2022,state,urban/rural,sector_state,0,Telangana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,0.535117686,0.084511191,0.3001872,2022,state,urban/rural,sector_state,0,Telangana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,0.091777325,0.033029057,0.150409982,2022,state,urban/rural,sector_state,0,Telangana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,0,0,0,2022,state,urban/rural,sector_state,0,Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,0.513997078,0.337387294,0.112519823,2022,state,urban/rural,sector_state,0,Ladakh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,0.477107674,0.327671498,0.16207248,2022,state,urban/rural,sector_state,0,Ladakh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,0.41067493,0.149960026,0.338876516,2022,state,urban/rural,sector_state,0,Ladakh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,0.328658402,0.257868677,0.257868677,2022,state,urban/rural,sector_state,0,Ladakh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,0,0,0,2022,state,urban/rural,sector_state,0,Ladakh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,0.50847584,0.348091841,0.065190487,2022,state,urban/rural,sector_state,1,Jammu & Kashmir,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,0.397874564,0.410701036,0.090799928,2022,state,urban/rural,sector_state,1,Jammu & Kashmir,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,0.305414617,0.302968472,0.12041939,2022,state,urban/rural,sector_state,1,Jammu & Kashmir,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,0.164417788,0.383529007,0.232122675,2022,state,urban/rural,sector_state,1,Jammu & Kashmir,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,0,0,0,2022,state,urban/rural,sector_state,1,Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,0.392845005,0.378086001,0.102247983,2022,state,urban/rural,sector_state,1,Himachal Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,0.404577166,0.438670188,0.066536449,2022,state,urban/rural,sector_state,1,Himachal Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,0.240379453,0.420750886,0.03583698,2022,state,urban/rural,sector_state,1,Himachal Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,0.06186394,0.46929875,0.056550775,2022,state,urban/rural,sector_state,1,Himachal Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,0,0,0,2022,state,urban/rural,sector_state,1,Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,0.545701742,0.305104226,0.131040797,2022,state,urban/rural,sector_state,1,Punjab,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,0.425971299,0.34694913,0.16327782,2022,state,urban/rural,sector_state,1,Punjab,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,0.29448238,0.38409844,0.148005247,2022,state,urban/rural,sector_state,1,Punjab,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,0.114127532,0.506764591,0.139987633,2022,state,urban/rural,sector_state,1,Punjab,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,0,0,0,2022,state,urban/rural,sector_state,1,Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,0.439545959,0.479487509,0,2022,state,urban/rural,sector_state,1,Chandigarh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,0.374357253,0.52142626,0.079805359,2022,state,urban/rural,sector_state,1,Chandigarh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,0.170050085,0.597064435,0.021165904,2022,state,urban/rural,sector_state,1,Chandigarh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,0.01268155,0.100946471,0,2022,state,urban/rural,sector_state,1,Chandigarh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,0,0,0,2022,state,urban/rural,sector_state,1,Chandigarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,0.562168121,0.28312853,0.120408595,2022,state,urban/rural,sector_state,1,Uttrakhand,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,0.321813703,0.511125028,0.130535021,2022,state,urban/rural,sector_state,1,Uttrakhand,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,0.250284702,0.466507733,0.073264457,2022,state,urban/rural,sector_state,1,Uttrakhand,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,0.06083766,0.43601644,0.074530832,2022,state,urban/rural,sector_state,1,Uttrakhand,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,0,0,0,2022,state,urban/rural,sector_state,1,Uttrakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,0.49056378,0.346020132,0.117563441,2022,state,urban/rural,sector_state,1,Haryana,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,0.385517061,0.46051684,0.124481462,2022,state,urban/rural,sector_state,1,Haryana,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,0.250020653,0.551404834,0.091195837,2022,state,urban/rural,sector_state,1,Haryana,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,0.053567242,0.409884602,0.181849897,2022,state,urban/rural,sector_state,1,Haryana,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,0,0,0,2022,state,urban/rural,sector_state,1,Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,0.468500435,0.421084672,0.058513131,2022,state,urban/rural,sector_state,1,Delhi,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,0.373367131,0.449013501,0.098401792,2022,state,urban/rural,sector_state,1,Delhi,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,0.31785956,0.452628702,0.079401113,2022,state,urban/rural,sector_state,1,Delhi,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,0.139061272,0.425147414,0.042170994,2022,state,urban/rural,sector_state,1,Delhi,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,0,0,0,2022,state,urban/rural,sector_state,1,Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,0.493137598,0.304667652,0.179181173,2022,state,urban/rural,sector_state,1,Rajasthan,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,0.437431246,0.375112206,0.148932189,2022,state,urban/rural,sector_state,1,Rajasthan,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,0.278356075,0.4057087,0.128213987,2022,state,urban/rural,sector_state,1,Rajasthan,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,0.088992931,0.288640082,0.050391793,2022,state,urban/rural,sector_state,1,Rajasthan,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,0,0,0,2022,state,urban/rural,sector_state,1,Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,0.527201414,0.261244833,0.16939497,2022,state,urban/rural,sector_state,1,Uttar Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,0.43962124,0.354580313,0.148082018,2022,state,urban/rural,sector_state,1,Uttar Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,0.323155165,0.380792528,0.134034336,2022,state,urban/rural,sector_state,1,Uttar Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,0.133976236,0.257479727,0.065730631,2022,state,urban/rural,sector_state,1,Uttar Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,0,0,0,2022,state,urban/rural,sector_state,1,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,0.500542641,0.269232631,0.196832135,2022,state,urban/rural,sector_state,1,Bihar,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,0.457848966,0.294549435,0.200517401,2022,state,urban/rural,sector_state,1,Bihar,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,0.334451705,0.280069828,0.184389994,2022,state,urban/rural,sector_state,1,Bihar,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,0.137522057,0.225019783,0.053271543,2022,state,urban/rural,sector_state,1,Bihar,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,0,0,0,2022,state,urban/rural,sector_state,1,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,0.53502214,0.408894509,0.056083344,2022,state,urban/rural,sector_state,1,Sikkim,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,0.389042258,0.529122829,0.060107592,2022,state,urban/rural,sector_state,1,Sikkim,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,0.319789797,0.564854085,0.064613774,2022,state,urban/rural,sector_state,1,Sikkim,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,0.074868329,0.449232548,0.07160338,2022,state,urban/rural,sector_state,1,Sikkim,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,0,0,0,2022,state,urban/rural,sector_state,1,Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,0.509806633,0.436982542,0.036869869,2022,state,urban/rural,sector_state,1,Arunachal Pradesh,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,0.370284379,0.569805205,0.038764,2022,state,urban/rural,sector_state,1,Arunachal Pradesh,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,0.348774403,0.494079798,0.058238909,2022,state,urban/rural,sector_state,1,Arunachal Pradesh,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,0.180404499,0.424626619,0.028786339,2022,state,urban/rural,sector_state,1,Arunachal Pradesh,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,0,0,0,2022,state,urban/rural,sector_state,1,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,0.327322841,0.579531968,0.059892979,2022,state,urban/rural,sector_state,1,Nagaland,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,0.392620891,0.469501913,0.076089934,2022,state,urban/rural,sector_state,1,Nagaland,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,0.372422308,0.426975727,0.053430475,2022,state,urban/rural,sector_state,1,Nagaland,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,0.405929476,0.237737298,0.073413871,2022,state,urban/rural,sector_state,1,Nagaland,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,0,0,0,2022,state,urban/rural,sector_state,1,Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,0.446992427,0.401713461,0.094650112,2022,state,urban/rural,sector_state,1,Manipur,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,0.466822803,0.345826864,0.138861224,2022,state,urban/rural,sector_state,1,Manipur,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,0.44518432,0.333913475,0.132358253,2022,state,urban/rural,sector_state,1,Manipur,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,0.207068011,0.056260161,0.037210036,2022,state,urban/rural,sector_state,1,Manipur,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,0,0,0,2022,state,urban/rural,sector_state,1,Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,0.426695049,0.479832143,0.036366109,2022,state,urban/rural,sector_state,1,Mizoram,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,0.390780836,0.479538441,0.075428903,2022,state,urban/rural,sector_state,1,Mizoram,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,0.377649516,0.427525163,0.098304965,2022,state,urban/rural,sector_state,1,Mizoram,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,0.299331665,0.433004737,0.141911596,2022,state,urban/rural,sector_state,1,Mizoram,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,0,0,0,2022,state,urban/rural,sector_state,1,Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,0.565467656,0.304319054,0.108874075,2022,state,urban/rural,sector_state,1,Tripura,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,0.454646796,0.27880609,0.202075645,2022,state,urban/rural,sector_state,1,Tripura,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,0.388780206,0.317219108,0.149128288,2022,state,urban/rural,sector_state,1,Tripura,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,0.140771076,0.231052175,0.081637755,2022,state,urban/rural,sector_state,1,Tripura,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,0,0,0,2022,state,urban/rural,sector_state,1,Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,0.391309232,0.459619433,0.121538244,2022,state,urban/rural,sector_state,1,Meghalaya,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,0.351775289,0.494432896,0.149563208,2022,state,urban/rural,sector_state,1,Meghalaya,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,0.316731304,0.443179131,0.173385575,2022,state,urban/rural,sector_state,1,Meghalaya,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,0.123387113,0.63043201,0.118323252,2022,state,urban/rural,sector_state,1,Meghalaya,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,0,0,0,2022,state,urban/rural,sector_state,1,Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,0.632469535,0.248589784,0.098711476,2022,state,urban/rural,sector_state,1,Assam,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,0.458769351,0.360102266,0.120586574,2022,state,urban/rural,sector_state,1,Assam,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,0.37938863,0.398952782,0.095884725,2022,state,urban/rural,sector_state,1,Assam,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,0.15533711,0.335684508,0.028997308,2022,state,urban/rural,sector_state,1,Assam,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
